@RELATION test

@ATTRIBUTE C17002e1  NUMERIC
@ATTRIBUTE C17002e2   NUMERIC
@ATTRIBUTE C17002e3  NUMERIC
@ATTRIBUTE poverty    {low_poverty,high_poverty}

@data
2010,514,309,high_poverty
1085,63,10,high_poverty
550,125,0,low_poverty
767,62,38,low_poverty
574,46,10,low_poverty
1034,51,0,low_poverty
831,28,8,low_poverty
966,53,95,low_poverty
914,31,72,low_poverty
666,69,72,high_poverty
1332,106,51,high_poverty
680,0,124,low_poverty
1735,37,96,low_poverty
1087,61,32,low_poverty
712,26,11,low_poverty
2596,96,139,low_poverty
1584,116,205,low_poverty
1434,106,0,low_poverty
996,14,19,low_poverty
555,46,100,high_poverty
911,311,59,high_poverty
570,43,19,low_poverty
633,43,38,low_poverty
827,63,72,high_poverty
1165,70,62,low_poverty
1313,18,140,low_poverty
650,41,23,low_poverty
620,118,9,high_poverty
804,0,104,high_poverty
719,51,9,low_poverty
1697,17,282,low_poverty
1372,50,67,low_poverty
2084,152,227,low_poverty
925,13,306,low_poverty
1296,149,342,low_poverty
972,0,11,low_poverty
1701,163,278,low_poverty
531,12,175,high_poverty
1253,34,153,low_poverty
2327,309,10,low_poverty
1333,137,0,low_poverty
1142,63,57,low_poverty
832,35,64,low_poverty
1207,29,15,low_poverty
2139,0,0,low_poverty
898,26,9,low_poverty
3087,17,391,low_poverty
2248,54,184,high_poverty
830,20,117,high_poverty
1685,0,105,low_poverty
2382,54,219,low_poverty
1916,47,52,low_poverty
816,335,107,low_poverty
1159,190,263,low_poverty
1308,220,88,low_poverty
1363,402,204,high_poverty
1512,17,0,low_poverty
1184,17,0,low_poverty
590,0,0,low_poverty
646,124,134,high_poverty
1681,384,339,high_poverty
612,9,137,low_poverty
796,48,33,low_poverty
854,28,143,high_poverty
1046,240,130,low_poverty
1230,46,165,low_poverty
609,43,121,high_poverty
1629,269,17,low_poverty
2300,44,10,low_poverty
2601,174,111,low_poverty
3269,19,76,low_poverty
2521,13,117,low_poverty
1501,23,62,high_poverty
1997,34,0,low_poverty
1716,17,51,low_poverty
1361,46,149,low_poverty
1407,127,11,low_poverty
1701,14,9,low_poverty
868,28,111,high_poverty
1877,22,348,high_poverty
2863,0,117,high_poverty
2293,31,299,high_poverty
1056,53,174,high_poverty
732,128,447,high_poverty
633,133,150,high_poverty
896,71,168,high_poverty
1017,42,64,low_poverty
970,117,160,high_poverty
995,30,148,low_poverty
1172,66,86,low_poverty
1024,18,0,low_poverty
1712,77,59,low_poverty
1796,53,95,low_poverty
1884,61,367,low_poverty
2141,34,198,low_poverty
1437,131,14,low_poverty
3161,175,421,low_poverty
1246,0,9,low_poverty
1112,57,124,low_poverty
1878,1,268,low_poverty
1535,16,22,low_poverty
1635,43,48,low_poverty
1854,119,134,low_poverty
2585,94,35,low_poverty
1232,87,64,low_poverty
1315,156,255,low_poverty
1525,44,81,high_poverty
1079,51,151,low_poverty
707,21,92,high_poverty
546,38,13,low_poverty
877,33,121,high_poverty
1971,210,20,low_poverty
717,54,166,low_poverty
1656,31,4,low_poverty
1223,33,245,low_poverty
663,52,23,low_poverty
654,11,0,low_poverty
1402,0,253,low_poverty
1371,0,59,low_poverty
717,0,16,low_poverty
1903,0,343,low_poverty
1448,0,0,low_poverty
1212,17,15,low_poverty
2228,61,99,low_poverty
1536,19,0,low_poverty
1747,0,25,low_poverty
580,0,0,low_poverty
1946,191,311,high_poverty
2835,47,172,low_poverty
1875,22,80,low_poverty
1310,25,81,low_poverty
1677,29,42,low_poverty
1643,193,25,low_poverty
2606,0,0,low_poverty
1931,0,0,low_poverty
2427,0,2,low_poverty
1499,0,0,low_poverty
739,0,0,low_poverty
1627,14,27,low_poverty
1537,158,152,high_poverty
1480,78,85,high_poverty
247,0,78,high_poverty
507,6,23,low_poverty
385,28,31,high_poverty
818,96,74,low_poverty
1031,20,6,low_poverty
1603,99,0,low_poverty
1363,17,0,low_poverty
1210,10,116,low_poverty
1443,61,110,low_poverty
1152,55,37,low_poverty
1870,155,423,high_poverty
1063,118,276,high_poverty
899,0,10,low_poverty
836,26,195,high_poverty
1042,200,121,high_poverty
1395,70,302,high_poverty
724,73,189,high_poverty
2963,41,206,low_poverty
541,3,0,low_poverty
1337,0,10,low_poverty
2336,0,26,low_poverty
600,89,0,low_poverty
737,11,32,low_poverty
941,62,26,low_poverty
413,88,111,high_poverty
862,18,84,low_poverty
2307,180,233,low_poverty
487,26,0,low_poverty
706,16,115,high_poverty
764,26,169,low_poverty
1215,35,178,low_poverty
2024,253,302,low_poverty
627,54,19,low_poverty
1317,202,99,high_poverty
926,107,94,low_poverty
1226,41,161,low_poverty
588,113,114,low_poverty
1133,151,151,low_poverty
765,32,68,low_poverty
420,64,31,low_poverty
1329,207,279,low_poverty
1228,185,321,low_poverty
650,25,36,low_poverty
792,17,84,low_poverty
1758,154,150,low_poverty
850,95,38,low_poverty
1437,86,167,low_poverty
489,3,53,high_poverty
646,21,39,low_poverty
531,22,32,low_poverty
2538,89,375,low_poverty
1995,172,245,low_poverty
654,101,91,high_poverty
1221,226,185,high_poverty
1097,68,78,low_poverty
2285,297,367,high_poverty
406,71,47,high_poverty
861,11,239,high_poverty
1365,120,61,low_poverty
961,296,177,high_poverty
873,87,263,high_poverty
1205,77,276,high_poverty
1188,85,131,low_poverty
1214,184,346,high_poverty
729,63,123,high_poverty
2294,12,147,low_poverty
2749,122,167,low_poverty
490,27,0,low_poverty
728,17,32,low_poverty
1980,21,0,low_poverty
2735,0,23,low_poverty
901,19,101,low_poverty
1329,22,25,low_poverty
1180,65,104,low_poverty
975,6,120,high_poverty
1176,44,171,low_poverty
645,2,36,low_poverty
1732,52,16,high_poverty
606,0,39,low_poverty
2993,59,250,high_poverty
2016,70,42,low_poverty
2897,159,129,low_poverty
648,207,14,high_poverty
615,0,15,low_poverty
1508,313,271,high_poverty
861,59,45,high_poverty
882,32,20,low_poverty
624,99,54,high_poverty
1192,118,219,high_poverty
950,227,138,high_poverty
1323,20,142,low_poverty
1025,61,338,high_poverty
1133,41,44,low_poverty
1003,48,110,low_poverty
1315,42,120,low_poverty
739,128,90,low_poverty
487,185,63,high_poverty
637,351,125,high_poverty
659,40,31,low_poverty
1321,129,209,low_poverty
897,118,362,high_poverty
794,75,156,high_poverty
1002,116,122,high_poverty
502,0,85,low_poverty
1716,310,138,low_poverty
1766,676,402,high_poverty
657,16,104,high_poverty
738,88,25,low_poverty
615,23,230,high_poverty
2482,519,442,high_poverty
1500,204,345,high_poverty
1718,55,221,high_poverty
1561,141,270,low_poverty
2078,61,96,low_poverty
2461,102,207,low_poverty
1218,0,44,low_poverty
966,0,49,low_poverty
2000,13,102,low_poverty
2217,290,495,high_poverty
1618,108,545,high_poverty
917,212,340,high_poverty
1872,54,19,low_poverty
1290,0,22,low_poverty
2917,14,55,low_poverty
2128,168,201,low_poverty
4162,85,189,low_poverty
3047,158,200,low_poverty
2599,143,141,low_poverty
4646,336,153,low_poverty
1350,211,60,high_poverty
2101,44,16,low_poverty
1879,77,260,low_poverty
598,0,16,low_poverty
1170,85,46,low_poverty
2160,153,13,low_poverty
2738,266,192,low_poverty
2992,131,183,low_poverty
1727,0,37,low_poverty
2905,148,327,low_poverty
1517,55,175,low_poverty
907,0,14,low_poverty
1810,160,120,low_poverty
1774,54,201,low_poverty
2036,222,289,high_poverty
1236,51,85,low_poverty
1838,366,505,high_poverty
691,25,37,low_poverty
641,40,89,low_poverty
743,93,63,low_poverty
1222,85,29,low_poverty
622,129,102,high_poverty
794,20,114,low_poverty
1386,85,164,low_poverty
626,5,32,low_poverty
574,14,64,low_poverty
735,79,47,low_poverty
422,18,38,low_poverty
637,42,63,high_poverty
1709,86,107,low_poverty
1068,34,176,low_poverty
1101,48,142,low_poverty
800,51,121,low_poverty
1109,258,185,high_poverty
1498,50,146,low_poverty
950,38,15,low_poverty
919,110,87,low_poverty
696,36,83,low_poverty
736,25,50,low_poverty
1012,68,78,low_poverty
1054,17,153,low_poverty
1138,50,40,low_poverty
1275,73,203,low_poverty
887,188,59,high_poverty
685,118,111,high_poverty
1138,26,235,high_poverty
1311,251,127,low_poverty
1238,109,51,low_poverty
1505,312,279,high_poverty
1382,104,120,low_poverty
1847,105,133,low_poverty
1332,35,200,low_poverty
709,14,320,low_poverty
547,137,284,high_poverty
1119,28,132,low_poverty
1524,112,118,low_poverty
1750,106,325,low_poverty
524,42,86,high_poverty
1140,60,356,high_poverty
1219,330,224,high_poverty
671,54,80,low_poverty
806,61,12,high_poverty
1006,363,198,high_poverty
281,70,17,high_poverty
658,242,166,high_poverty
1597,362,546,high_poverty
624,13,183,high_poverty
603,35,204,high_poverty
1181,72,127,low_poverty
354,93,133,high_poverty
530,46,60,high_poverty
733,227,188,high_poverty
795,177,159,high_poverty
969,231,308,high_poverty
406,106,45,high_poverty
323,109,4,high_poverty
1134,203,213,high_poverty
843,146,147,low_poverty
1163,148,139,high_poverty
933,66,52,high_poverty
792,185,39,low_poverty
926,182,139,high_poverty
619,152,75,high_poverty
736,24,81,high_poverty
909,72,183,high_poverty
1040,298,213,high_poverty
1289,159,213,high_poverty
741,61,62,low_poverty
550,14,16,low_poverty
889,0,7,low_poverty
632,141,90,high_poverty
550,169,85,high_poverty
539,18,62,high_poverty
1521,278,388,high_poverty
318,16,46,high_poverty
509,84,39,high_poverty
1504,87,96,high_poverty
1488,56,27,low_poverty
1039,74,0,low_poverty
1058,89,28,low_poverty
925,233,182,high_poverty
643,54,205,high_poverty
620,76,158,high_poverty
658,69,85,high_poverty
855,95,67,high_poverty
782,34,0,low_poverty
740,1,108,low_poverty
1095,69,45,high_poverty
587,15,44,low_poverty
774,50,11,low_poverty
1583,307,395,high_poverty
658,110,83,high_poverty
461,19,78,high_poverty
1042,63,54,low_poverty
837,69,0,high_poverty
775,145,257,high_poverty
1323,25,127,high_poverty
1109,6,129,high_poverty
2991,391,473,high_poverty
1095,163,63,high_poverty
1558,62,130,high_poverty
2794,1086,404,high_poverty
1527,76,181,low_poverty
1509,0,10,low_poverty
867,62,19,high_poverty
738,42,8,high_poverty
536,36,115,high_poverty
663,116,62,high_poverty
2862,502,411,high_poverty
1566,122,103,low_poverty
1603,205,25,high_poverty
1405,69,0,high_poverty
1268,22,0,low_poverty
1948,21,157,low_poverty
1265,42,61,low_poverty
951,62,130,low_poverty
1760,71,187,high_poverty
828,10,16,high_poverty
1015,68,75,low_poverty
965,267,53,high_poverty
637,31,8,low_poverty
875,7,218,low_poverty
747,123,21,low_poverty
767,6,0,low_poverty
1138,60,4,low_poverty
1685,68,409,high_poverty
1932,141,384,high_poverty
1334,79,355,high_poverty
1220,190,236,high_poverty
1015,132,129,high_poverty
601,35,0,high_poverty
1744,229,37,high_poverty
1527,197,276,high_poverty
460,18,138,high_poverty
700,316,266,high_poverty
1592,45,28,low_poverty
3184,427,377,high_poverty
2396,73,123,low_poverty
2180,109,198,low_poverty
780,0,28,low_poverty
824,0,0,low_poverty
2625,357,76,low_poverty
3051,40,169,low_poverty
1899,86,91,high_poverty
1664,61,21,low_poverty
2916,110,111,low_poverty
1973,112,34,low_poverty
1453,173,145,high_poverty
1353,12,24,low_poverty
1761,50,60,low_poverty
2587,0,69,low_poverty
2159,29,26,low_poverty
2503,95,19,low_poverty
2331,56,30,low_poverty
2264,8,16,low_poverty
1153,0,90,low_poverty
1336,30,135,low_poverty
2672,214,291,high_poverty
778,28,26,low_poverty
1016,8,0,low_poverty
4132,33,26,low_poverty
1336,41,99,low_poverty
2868,24,40,low_poverty
1219,92,87,low_poverty
2446,300,0,low_poverty
1050,183,306,low_poverty
1234,290,323,high_poverty
1435,745,333,high_poverty
558,100,24,high_poverty
1426,160,518,high_poverty
565,67,45,low_poverty
297,16,103,high_poverty
836,176,110,high_poverty
568,28,69,low_poverty
591,85,65,high_poverty
1392,120,125,high_poverty
961,0,0,low_poverty
427,7,0,low_poverty
777,48,0,low_poverty
132,0,0,low_poverty
757,326,127,high_poverty
1825,72,0,low_poverty
1227,0,0,low_poverty
1154,127,63,low_poverty
2228,0,110,low_poverty
3469,32,111,low_poverty
476,0,0,low_poverty
1904,61,113,low_poverty
730,107,37,high_poverty
1096,107,147,low_poverty
926,122,58,high_poverty
1950,72,188,low_poverty
2377,244,157,low_poverty
281,17,0,low_poverty
1882,52,44,high_poverty
584,102,55,high_poverty
652,37,43,low_poverty
1113,21,64,high_poverty
741,37,97,high_poverty
702,29,172,high_poverty
459,32,73,low_poverty
2466,0,73,low_poverty
936,55,254,high_poverty
399,32,154,high_poverty
1823,23,141,low_poverty
970,60,10,low_poverty
1264,84,469,low_poverty
3280,79,82,low_poverty
1872,97,95,low_poverty
875,106,172,high_poverty
1932,63,202,low_poverty
1142,93,143,low_poverty
730,268,33,low_poverty
1559,639,394,high_poverty
868,0,37,low_poverty
554,7,143,high_poverty
1448,10,70,low_poverty
2400,408,0,low_poverty
3860,54,134,low_poverty
2824,242,242,low_poverty
1771,16,99,low_poverty
1599,48,110,high_poverty
2861,58,101,low_poverty
2612,16,69,low_poverty
1390,0,45,low_poverty
1733,33,169,low_poverty
1055,51,94,low_poverty
1463,19,138,low_poverty
2429,300,68,low_poverty
3543,27,31,low_poverty
2667,174,138,high_poverty
1078,16,57,low_poverty
3626,115,322,low_poverty
993,72,79,low_poverty
2132,57,266,low_poverty
896,0,135,low_poverty
777,93,124,low_poverty
815,52,0,high_poverty
2215,193,9,low_poverty
759,35,0,low_poverty
1054,53,88,low_poverty
1041,39,25,high_poverty
1219,71,51,low_poverty
2486,435,125,low_poverty
1793,126,236,low_poverty
381,17,36,low_poverty
1798,15,78,low_poverty
1087,63,63,low_poverty
1715,87,85,low_poverty
1148,126,52,low_poverty
685,92,79,low_poverty
822,55,0,low_poverty
1451,97,155,high_poverty
725,157,62,high_poverty
998,218,0,high_poverty
1274,153,241,high_poverty
1960,74,43,low_poverty
1693,193,189,high_poverty
830,62,25,low_poverty
585,104,65,low_poverty
998,57,256,low_poverty
736,39,43,low_poverty
712,31,114,low_poverty
1920,215,228,low_poverty
1910,320,33,low_poverty
1051,22,132,low_poverty
739,42,43,high_poverty
748,37,166,low_poverty
603,29,24,low_poverty
1257,36,151,low_poverty
2498,398,339,low_poverty
711,35,90,low_poverty
1199,41,136,high_poverty
1172,77,81,high_poverty
792,13,5,low_poverty
1253,22,58,low_poverty
670,16,56,high_poverty
1163,33,29,low_poverty
589,8,0,low_poverty
1219,15,2,low_poverty
2267,189,37,low_poverty
1148,103,117,low_poverty
1666,143,12,low_poverty
1101,30,13,low_poverty
1233,40,193,high_poverty
1104,117,120,low_poverty
2006,19,440,low_poverty
886,50,225,low_poverty
760,47,190,high_poverty
555,0,86,low_poverty
915,3,44,low_poverty
745,35,21,low_poverty
1318,79,82,high_poverty
1570,224,44,low_poverty
2633,11,59,low_poverty
741,4,0,low_poverty
1323,24,36,low_poverty
1685,303,244,high_poverty
3631,348,533,low_poverty
1479,31,54,low_poverty
1991,118,217,low_poverty
1551,150,71,high_poverty
806,14,48,low_poverty
1026,21,73,low_poverty
1579,62,77,low_poverty
1039,79,237,low_poverty
1997,81,132,low_poverty
1174,40,184,high_poverty
2215,75,188,low_poverty
1253,81,103,low_poverty
743,25,146,high_poverty
937,28,71,low_poverty
1022,40,144,low_poverty
723,29,90,low_poverty
702,8,58,high_poverty
1363,136,414,high_poverty
1127,206,105,low_poverty
1686,25,43,low_poverty
512,70,13,high_poverty
1411,40,50,low_poverty
801,0,38,low_poverty
925,3,55,low_poverty
731,0,99,low_poverty
803,150,0,low_poverty
662,0,13,low_poverty
722,18,121,low_poverty
813,19,53,low_poverty
1117,344,155,high_poverty
588,23,28,high_poverty
702,146,6,low_poverty
503,35,133,low_poverty
760,0,58,low_poverty
969,188,143,high_poverty
655,0,144,high_poverty
496,11,22,low_poverty
1331,5,150,low_poverty
808,82,142,low_poverty
495,7,59,low_poverty
2081,135,257,low_poverty
1794,84,225,low_poverty
633,375,49,high_poverty
1062,129,123,low_poverty
597,89,81,high_poverty
706,4,139,low_poverty
1409,139,317,high_poverty
2132,32,202,low_poverty
1223,68,74,low_poverty
1020,70,69,low_poverty
553,37,0,low_poverty
627,0,0,low_poverty
861,97,120,low_poverty
337,0,82,high_poverty
587,24,19,low_poverty
785,24,90,low_poverty
606,15,60,low_poverty
434,72,32,low_poverty
862,13,11,low_poverty
616,35,16,low_poverty
1051,18,151,low_poverty
1108,225,209,high_poverty
675,8,189,low_poverty
819,88,30,low_poverty
1074,106,80,low_poverty
754,34,89,high_poverty
496,35,154,high_poverty
1147,103,93,low_poverty
540,7,16,low_poverty
990,80,134,low_poverty
563,34,214,high_poverty
653,17,105,low_poverty
1163,28,130,low_poverty
1837,155,31,low_poverty
380,7,107,high_poverty
1896,251,98,low_poverty
1551,27,63,low_poverty
1474,0,101,low_poverty
2258,91,78,low_poverty
1239,27,205,low_poverty
1259,13,250,high_poverty
1220,42,114,high_poverty
506,100,75,high_poverty
1015,299,79,low_poverty
530,1,77,low_poverty
707,92,36,low_poverty
2101,123,215,low_poverty
903,13,153,low_poverty
990,42,62,low_poverty
1840,107,201,high_poverty
1394,42,38,low_poverty
1553,118,232,low_poverty
1145,0,159,low_poverty
994,74,257,low_poverty
837,95,159,low_poverty
451,66,91,high_poverty
1164,116,221,high_poverty
1337,116,166,high_poverty
1235,18,103,low_poverty
939,10,159,low_poverty
801,27,143,low_poverty
1566,191,357,low_poverty
1128,55,190,high_poverty
1384,9,30,low_poverty
1591,75,55,low_poverty
1218,21,63,low_poverty
1104,20,89,low_poverty
1345,173,38,low_poverty
1275,61,73,low_poverty
1164,45,87,low_poverty
764,260,262,high_poverty
1476,41,231,low_poverty
1889,63,518,low_poverty
786,30,266,high_poverty
525,52,27,high_poverty
1051,140,57,low_poverty
1774,296,165,low_poverty
1225,59,193,high_poverty
861,64,91,high_poverty
1488,144,129,low_poverty
286,20,110,high_poverty
383,108,22,high_poverty
915,11,62,low_poverty
895,78,65,low_poverty
541,7,18,low_poverty
1761,91,341,low_poverty
1182,35,95,low_poverty
805,33,26,low_poverty
3066,241,122,low_poverty
1796,0,0,low_poverty
1636,15,96,low_poverty
973,20,20,low_poverty
2183,162,137,low_poverty
3223,69,22,low_poverty
885,18,0,low_poverty
2204,234,10,low_poverty
486,125,31,high_poverty
1240,86,129,low_poverty
1713,79,16,low_poverty
1347,77,37,low_poverty
638,0,101,low_poverty
679,0,0,low_poverty
2049,0,7,low_poverty
941,21,24,low_poverty
531,13,0,low_poverty
1023,12,0,low_poverty
1364,6,50,low_poverty
