GEOID,C17002e1,C17002e2,C17002e3,poverty
15000US290770046004,1170,85,46,low_poverty
15000US290770047004,2160,153,13,low_poverty
15000US290770048012,2738,266,192,low_poverty
15000US290770048021,2992,131,183,low_poverty
15000US290770048023,1727,0,37,low_poverty
15000US290770048031,2905,148,327,low_poverty
15000US290770050011,1517,55,175,low_poverty
15000US290770052001,907,0,14,low_poverty
15000US290770052003,1810,160,120,low_poverty
15000US290770052004,1774,54,201,low_poverty
15000US290770055003,2036,222,289,high_poverty
15000US290770057001,1236,51,85,low_poverty
15000US290770057003,1838,366,505,high_poverty
15000US290799601001,691,25,37,low_poverty
15000US290799601003,641,40,89,low_poverty
15000US290799602001,743,93,63,low_poverty
15000US290799603002,1222,85,29,low_poverty
15000US290799604002,622,129,102,high_poverty
15000US290819501001,794,20,114,low_poverty
15000US290819501003,1386,85,164,low_poverty
15000US290819502001,626,5,32,low_poverty
15000US290819502002,574,14,64,low_poverty
15000US290819502003,735,79,47,low_poverty
15000US290819503002,422,18,38,low_poverty
15000US290839501002,637,42,63,high_poverty
15000US290839501003,1709,86,107,low_poverty
15000US290839502002,1068,34,176,low_poverty
15000US290839504003,1101,48,142,low_poverty
15000US290839506001,800,51,121,low_poverty
15000US290839506003,1109,258,185,high_poverty
15000US290839506004,1498,50,146,low_poverty
15000US290839506005,950,38,15,low_poverty
15000US290854701003,919,110,87,low_poverty
15000US290879601002,696,36,83,low_poverty
15000US290879603001,736,25,50,low_poverty
15000US290899601001,1012,68,78,low_poverty
15000US290899602001,1054,17,153,low_poverty
15000US290899602002,1138,50,40,low_poverty
15000US290899602003,1275,73,203,low_poverty
15000US290899603002,887,188,59,high_poverty
15000US290899603003,685,118,111,high_poverty
15000US290910901003,1138,26,235,high_poverty
15000US290910901004,1311,251,127,low_poverty
15000US290910902001,1238,109,51,low_poverty
15000US290910902003,1505,312,279,high_poverty
15000US290910903002,1382,104,120,low_poverty
15000US290910905001,1847,105,133,low_poverty
15000US290910905003,1332,35,200,low_poverty
15000US290910907001,709,14,320,low_poverty
15000US290910907006,547,137,284,high_poverty
15000US290910908002,1119,28,132,low_poverty
15000US290939501001,1524,112,118,low_poverty
15000US290939502002,1750,106,325,low_poverty
15000US290939503003,524,42,86,high_poverty
15000US290950006002,1140,60,356,high_poverty
15000US290950007004,1219,330,224,high_poverty
15000US290950009001,671,54,80,low_poverty
15000US290950010001,806,61,12,high_poverty
15000US290950010003,1006,363,198,high_poverty
15000US290950018001,281,70,17,high_poverty
15000US290950018003,658,242,166,high_poverty
15000US290950021003,1597,362,546,high_poverty
15000US290950023001,624,13,183,high_poverty
15000US290950034003,603,35,204,high_poverty
15000US290950043002,1181,72,127,low_poverty
15000US290950052002,354,93,133,high_poverty
15000US290950053002,530,46,60,high_poverty
15000US290950054001,733,227,188,high_poverty
15000US290950055001,795,177,159,high_poverty
15000US290950056021,969,231,308,high_poverty
15000US290950057003,406,106,45,high_poverty
15000US290950057004,323,109,4,high_poverty
15000US290950063002,1134,203,213,high_poverty
15000US290950065001,843,146,147,low_poverty
15000US290950071001,1163,148,139,high_poverty
15000US290950071003,933,66,52,high_poverty
15000US290950074001,792,185,39,low_poverty
15000US290950075001,926,182,139,high_poverty
15000US290950076001,619,152,75,high_poverty
15000US290950078022,736,24,81,high_poverty
15000US290950078023,909,72,183,high_poverty
15000US290950080002,1040,298,213,high_poverty
15000US290950081002,1289,159,213,high_poverty
15000US290950082003,741,61,62,low_poverty
15000US290950085001,550,14,16,low_poverty
15000US290950086002,889,0,7,low_poverty
15000US290950088002,632,141,90,high_poverty
15000US290950088003,550,169,85,high_poverty
15000US290950088004,539,18,62,high_poverty
15000US290950089002,1521,278,388,high_poverty
15000US290950090001,318,16,46,high_poverty
15000US290950090002,509,84,39,high_poverty
15000US290950090003,1504,87,96,high_poverty
15000US290950091003,1488,56,27,low_poverty
15000US290950091004,1039,74,0,low_poverty
15000US290950092003,1058,89,28,low_poverty
15000US290950094002,925,233,182,high_poverty
15000US290950096002,643,54,205,high_poverty
15000US290950097001,620,76,158,high_poverty
15000US290950097002,658,69,85,high_poverty
15000US290950098001,855,95,67,high_poverty
15000US290950098003,782,34,0,low_poverty
15000US290950099002,740,1,108,low_poverty
15000US290950100022,1095,69,45,high_poverty
15000US290950101031,587,15,44,low_poverty
15000US290950101033,774,50,11,low_poverty
15000US290950102043,1583,307,395,high_poverty
15000US290950105002,658,110,83,high_poverty
15000US290950106004,461,19,78,high_poverty
15000US290950107021,1042,63,54,low_poverty
15000US290950110001,837,69,0,high_poverty
15000US290950110004,775,145,257,high_poverty
15000US290950111003,1323,25,127,high_poverty
15000US290950112003,1109,6,129,high_poverty
15000US290950113001,2991,391,473,high_poverty
15000US290950114011,1095,163,63,high_poverty
15000US290950114012,1558,62,130,high_poverty
15000US290950114051,2794,1086,404,high_poverty
15000US290950114061,1527,76,181,low_poverty
15000US290950114063,1509,0,10,low_poverty
15000US290950117001,867,62,19,high_poverty
15000US290950117002,738,42,8,high_poverty
15000US290950117003,536,36,115,high_poverty
15000US290950117005,663,116,62,high_poverty
15000US290950118002,2862,502,411,high_poverty
15000US290950120001,1566,122,103,low_poverty
15000US290950122001,1603,205,25,high_poverty
15000US290950122003,1405,69,0,high_poverty
15000US290950122004,1268,22,0,low_poverty
15000US290950123001,1948,21,157,low_poverty
15000US290950123002,1265,42,61,low_poverty
15000US290950124004,951,62,130,low_poverty
15000US290950125011,1760,71,187,high_poverty
15000US290950126002,828,10,16,high_poverty
15000US290950128032,1015,68,75,low_poverty
15000US290950128043,965,267,53,high_poverty
15000US290950129034,637,31,8,low_poverty
15000US290950129041,875,7,218,low_poverty
15000US290950129061,747,123,21,low_poverty
15000US290950129062,767,6,0,low_poverty
15000US290950130031,1138,60,4,low_poverty
15000US290950130032,1685,68,409,high_poverty
15000US290950130033,1932,141,384,high_poverty
15000US290950132031,1334,79,355,high_poverty
15000US290950132082,1220,190,236,high_poverty
15000US290950132101,1015,132,129,high_poverty
15000US290950132102,601,35,0,high_poverty
15000US290950133072,1744,229,37,high_poverty
15000US290950134011,1527,197,276,high_poverty
15000US290950134013,460,18,138,high_poverty
15000US290950134053,700,316,266,high_poverty
15000US290950134072,1592,45,28,low_poverty
15000US290950134101,3184,427,377,high_poverty
15000US290950134161,2396,73,123,low_poverty
15000US290950135021,2180,109,198,low_poverty
15000US290950136081,780,0,28,low_poverty
15000US290950136083,824,0,0,low_poverty
15000US290950136084,2625,357,76,low_poverty
15000US290950136122,3051,40,169,low_poverty
15000US290950137031,1899,86,91,high_poverty
15000US290950137042,1664,61,21,low_poverty
15000US290950137043,2916,110,111,low_poverty
15000US290950138025,1973,112,34,low_poverty
15000US290950140041,1453,173,145,high_poverty
15000US290950141053,1353,12,24,low_poverty
15000US290950141144,1761,50,60,low_poverty
15000US290950142041,2587,0,69,low_poverty
15000US290950142042,2159,29,26,low_poverty
15000US290950143001,2503,95,19,low_poverty
15000US290950145012,2331,56,30,low_poverty
15000US290950145021,2264,8,16,low_poverty
15000US290950146012,1153,0,90,low_poverty
15000US290950146031,1336,30,135,low_poverty
15000US290950146042,2672,214,291,high_poverty
15000US290950146043,778,28,26,low_poverty
15000US290950148063,1016,8,0,low_poverty
15000US290950149032,4132,33,26,low_poverty
15000US290950149042,1336,41,99,low_poverty
15000US290950149043,2868,24,40,low_poverty
15000US290950150003,1219,92,87,low_poverty
15000US290950151003,2446,300,0,low_poverty
15000US290950153001,1050,183,306,low_poverty
15000US290950153002,1234,290,323,high_poverty
15000US290950154002,1435,745,333,high_poverty
15000US290950156001,558,100,24,high_poverty
15000US290950163002,1426,160,518,high_poverty
15000US290950165002,565,67,45,low_poverty
15000US290950165003,297,16,103,high_poverty
15000US290950166001,836,176,110,high_poverty
15000US290950168002,568,28,69,low_poverty
15000US290950171002,591,85,65,high_poverty
15000US290950171004,1392,120,125,high_poverty
15000US290950173002,961,0,0,low_poverty
15000US290950175002,427,7,0,low_poverty
15000US290950176004,777,48,0,low_poverty
15000US290950177001,132,0,0,low_poverty
15000US290950178004,757,326,127,high_poverty
15000US290950179001,1825,72,0,low_poverty
15000US290950179003,1227,0,0,low_poverty
15000US290950180001,1154,127,63,low_poverty
15000US290950181003,2228,0,110,low_poverty
15000US290950185001,3469,32,111,low_poverty
15000US290950186002,476,0,0,low_poverty
15000US290950193002,1904,61,113,low_poverty
15000US290970101002,730,107,37,high_poverty
15000US290970101003,1096,107,147,low_poverty
15000US290970101004,926,122,58,high_poverty
15000US290970102001,1950,72,188,low_poverty
15000US290970104001,2377,244,157,low_poverty
15000US290970105003,281,17,0,low_poverty
15000US290970105006,1882,52,44,high_poverty
15000US290970106002,584,102,55,high_poverty
15000US290970106005,652,37,43,low_poverty
15000US290970108002,1113,21,64,high_poverty
15000US290970108003,741,37,97,high_poverty
15000US290970108004,702,29,172,high_poverty
15000US290970108005,459,32,73,low_poverty
15000US290970109002,2466,0,73,low_poverty
15000US290970109004,936,55,254,high_poverty
15000US290970110003,399,32,154,high_poverty
15000US290970112003,1823,23,141,low_poverty
15000US290970113002,970,60,10,low_poverty
15000US290970113004,1264,84,469,low_poverty
15000US290970113005,3280,79,82,low_poverty
15000US290970114001,1872,97,95,low_poverty
15000US290970114003,875,106,172,high_poverty
15000US290970115001,1932,63,202,low_poverty
15000US290970116001,1142,93,143,low_poverty
15000US290970116003,730,268,33,low_poverty
15000US290970116004,1559,639,394,high_poverty
15000US290970117004,868,0,37,low_poverty
15000US290970120004,554,7,143,high_poverty
15000US290970121003,1448,10,70,low_poverty
15000US290997001092,2400,408,0,low_poverty
15000US290997001094,3860,54,134,low_poverty
15000US290997001141,2824,242,242,low_poverty
15000US290997001142,1771,16,99,low_poverty
15000US290997001161,1599,48,110,high_poverty
15000US290997001171,2861,58,101,low_poverty
15000US290997001172,2612,16,69,low_poverty
15000US290997001173,1390,0,45,low_poverty
15000US290997001181,1733,33,169,low_poverty
15000US290997001183,1055,51,94,low_poverty
15000US290997001192,1463,19,138,low_poverty
15000US290997002083,2429,300,68,low_poverty
15000US290997002091,3543,27,31,low_poverty
15000US290997002101,2667,174,138,high_poverty
15000US290997003031,1078,16,57,low_poverty
15000US290997003041,3626,115,322,low_poverty
15000US290997003042,993,72,79,low_poverty
15000US290997004011,2132,57,266,low_poverty
15000US290997004012,896,0,135,low_poverty
15000US290997005031,777,93,124,low_poverty
15000US290997006014,815,52,0,high_poverty
15000US290997006031,2215,193,9,low_poverty
15000US290997006051,759,35,0,low_poverty
15000US290997007003,1054,53,88,low_poverty
15000US290997007005,1041,39,25,high_poverty
15000US290997008015,1219,71,51,low_poverty
15000US290997008021,2486,435,125,low_poverty
15000US290997008022,1793,126,236,low_poverty
15000US290997009002,381,17,36,low_poverty
15000US290997010001,1798,15,78,low_poverty
15000US290997011011,1087,63,63,low_poverty
15000US290997011013,1715,87,85,low_poverty
15000US290997011021,1148,126,52,low_poverty
15000US290997011024,685,92,79,low_poverty
15000US290997011026,822,55,0,low_poverty
15000US290997012001,1451,97,155,high_poverty
15000US290997012002,725,157,62,high_poverty
15000US290997012006,998,218,0,high_poverty
15000US290997013001,1274,153,241,high_poverty
15000US290997014012,1960,74,43,low_poverty
15000US290997014031,1693,193,189,high_poverty
15000US291019602002,830,62,25,low_poverty
15000US291019602003,585,104,65,low_poverty
15000US291019602004,998,57,256,low_poverty
15000US291019609001,736,39,43,low_poverty
15000US291039601003,712,31,114,low_poverty
15000US291059601001,1920,215,228,low_poverty
15000US291059601003,1910,320,33,low_poverty
15000US291059601004,1051,22,132,low_poverty
15000US291059602981,739,42,43,high_poverty
15000US291059602984,748,37,166,low_poverty
15000US291059602986,603,29,24,low_poverty
15000US291059603001,1257,36,151,low_poverty
15000US291059606004,2498,398,339,low_poverty
15000US291070901005,711,35,90,low_poverty
15000US291070902003,1199,41,136,high_poverty
15000US291070902005,1172,77,81,high_poverty
15000US291070904002,792,13,5,low_poverty
15000US291070904006,1253,22,58,low_poverty
15000US291070904007,670,16,56,high_poverty
15000US291070905003,1163,33,29,low_poverty
15000US291070906012,589,8,0,low_poverty
15000US291070906013,1219,15,2,low_poverty
15000US291070906014,2267,189,37,low_poverty
15000US291094701004,1148,103,117,low_poverty
15000US291094702001,1666,143,12,low_poverty
15000US291094702006,1101,30,13,low_poverty
15000US291094703001,1233,40,193,high_poverty
15000US291094705001,1104,117,120,low_poverty
15000US291094705002,2006,19,440,low_poverty
15000US291094705004,886,50,225,low_poverty
15000US291094706021,760,47,190,high_poverty
15000US291094706023,555,0,86,low_poverty
15000US291119703003,915,3,44,low_poverty
15000US291119704001,745,35,21,low_poverty
15000US291138101002,1318,79,82,high_poverty
15000US291138102011,1570,224,44,low_poverty
15000US291138102022,2633,11,59,low_poverty
15000US291138102025,741,4,0,low_poverty
15000US291138103032,1323,24,36,low_poverty
15000US291138103042,1685,303,244,high_poverty
15000US291138103043,3631,348,533,low_poverty
15000US291138104002,1479,31,54,low_poverty
15000US291138104003,1991,118,217,low_poverty
15000US291138104005,1551,150,71,high_poverty
15000US291154902002,806,14,48,low_poverty
15000US291174804001,1026,21,73,low_poverty
15000US291190701001,1579,62,77,low_poverty
15000US291190701003,1039,79,237,low_poverty
15000US291190701004,1997,81,132,low_poverty
15000US291190703004,1174,40,184,high_poverty
15000US291190704004,2215,75,188,low_poverty
15000US291190704005,1253,81,103,low_poverty
15000US291219601002,743,25,146,high_poverty
15000US291219603001,937,28,71,low_poverty
15000US291219603003,1022,40,144,low_poverty
15000US291219605001,723,29,90,low_poverty
15000US291239601002,702,8,58,high_poverty
15000US291239602001,1363,136,414,high_poverty
